2021-10-03 00:24:14.282800 {"type":"join","timestamp":1633220654.282817,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Seirdy","nickname":"Seirdy","username":"~Seirdy","name":"Seirdy","photo":"https:\/\/seirdy.one\/favicon.png","url":"http:\/\/seirdy.one","tz":"America\/Los_Angeles","host":"sourcehut\/user\/seirdy"},"content":null,"modes":[]}
2021-10-03 02:13:38.750900 {"type":"join","timestamp":1633227218.7508905,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"gxt_","nickname":"gxt_","username":"~gxt","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/tor-sasl\/gxt"},"content":null,"modes":[]}
2021-10-03 03:42:13.726600 {"type":"join","timestamp":1633232533.7265568,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Nuve","nickname":"Nuve","username":"~Nuveance","name":"\u2766","photo":null,"url":null,"tz":null,"host":"sra83-4-78-204-6-183.fbx.proxad.net"},"content":null,"modes":[]}
2021-10-03 04:09:55.374500 {"type":"join","timestamp":1633234195.3744931,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"[jeremycherfas]1","nickname":"[jeremycherfas]1","username":"~slackuser","name":null,"photo":null,"url":null,"tz":null,"host":"li826-110.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:09:55.419900 {"type":"join","timestamp":1633234195.419859,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"IWSlackGateway1","nickname":"IWSlackGateway1","username":"~IWSlackGa","name":null,"photo":null,"url":null,"tz":null,"host":"li826-110.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:09:55.445500 {"type":"join","timestamp":1633234195.445481,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"Memicme1","nickname":"Memicme1","username":"~webuser","name":null,"photo":null,"url":null,"tz":null,"host":"li826-110.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:13:00.323900 {"type":"join","timestamp":1633234380.3239322,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"benji_","nickname":"benji_","username":"~benji","name":null,"photo":null,"url":null,"tz":null,"host":"user\/benji"},"content":null,"modes":[]}
2021-10-03 04:13:24.371700 {"type":"join","timestamp":1633234404.3716955,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"shoesNsocks1","nickname":"shoesNsocks1","username":"~Thunderbi","name":null,"photo":null,"url":null,"tz":null,"host":"li688-32.members.linode.com"},"content":null,"modes":[]}
2021-10-03 04:13:34.400700 {"type":"join","timestamp":1633234414.4006588,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"feoh7","nickname":"feoh7","username":"~feoh","name":null,"photo":null,"url":null,"tz":null,"host":"137.184.104.30"},"content":null,"modes":[]}
2021-10-03 04:14:01.322400 {"type":"join","timestamp":1633234441.3223884,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"gerben_","nickname":"gerben_","username":"~blub","name":null,"photo":null,"url":null,"tz":null,"host":"149.210.205.9"},"content":null,"modes":[]}
2021-10-03 04:14:05.371800 {"type":"join","timestamp":1633234445.3718288,"network":"irc","server":"freenode","channel":{"uid":"#indieweb","name":"#indieweb"},"author":{"uid":"ben_thatmustbeme","nickname":"ben_thatmustbeme","username":"~quassel","name":"Ben Roberts","photo":"https:\/\/ben.thatmustbe.me\/image\/static\/icon_64.jpg","url":"http:\/\/ben.thatmustbe.me","tz":"America\/New_York","host":"c-65-96-10-7.hsd1.ma.comcast.net"},"content":null,"modes":[]}
